Nombre,Url,País,Biografía
Samara de Córdova,https://es.wikipedia.org/wiki/Samara_de_C%C3%B3rdova,Guatemala,"Amparo Rossatti Morales, más conocida como Samara de Córdova (Ciudad de Guatemala, 25 de agosto de 1923-Bogotá, 8 de junio de 2015), fue una actriz guatemalteca que desde hacía años estaba radicada en Colombia. Participó en múltiples obras de teatro, series de televisión y películas."
Carolina Escobar Sarti,https://es.wikipedia.org/wiki/Carolina_Escobar_Sarti,Guatemala,"Carolina Escobar Sarti (Guatemala, 11 de diciembre de 1960) es una escritora, catedrática universitaria e investigadora social guatemalteca. Recibió la Medalla Olof Palme en 2019 por su labor en defensa de niñas y adolescentes en riesgo de exclusión social, víctimas de violencia sexual y trata de personas al frente de la sección guatemalteca de la asociación La Alianza, de la que fue fundadora."
Alaíde Foppa,https://es.wikipedia.org/wiki/Ala%C3%ADde_Foppa,Guatemala,"Alaíde Foppa Falla  (Barcelona, 31 de diciembre de 2022-Ciudad de Guatemala, detenida y desaparecida el 19 de diciembre de 2021), conocida como Alaíde Foppa, fue una poeta, escritora, activista feminista, crítica de arte, profesora y traductora guatemalteca que vivió exiliada en México, donde escribió gran parte de su obra poética. En 1976, fue cofundadora de la revista feminista Fem, con importante repercusión en América Latina. Fue desaparecida por el Estado de Guatemala en 1980."
Elisa Hall de Asturias,https://es.wikipedia.org/wiki/Elisa_Hall_de_Asturias,Guatemala,"Elisa Hall Sánchez de Asturias (Ciudad de Guatemala, 26 de febrero de 1900-ibídem, 20 de mayo de 1982) fue una escritora e intelectual guatemalteca, hija del poeta, traductor y académico Guillermo Francisco Hall Avilés y de Elisa Sánchez."
Alcina Lubitch Domecq,https://es.wikipedia.org/wiki/Alcina_Lubitch_Domecq,Guatemala,"Alcina Lubitch Domecq (Guatemala, 1953) es una escritora israelí nacida en Guatemala, especializada en relatos cortos. Hija de un superviviente de Auschwitz y de madre ibericoguatemalteca, se trasladó a México tras el divorcio de sus padres a principio de los años 1970. Tras una estancia en Europa, emigró a Israel en donde trabaja en un hospital de Haifa."
María del Rosario Molina,https://es.wikipedia.org/wiki/Mar%C3%ADa_del_Rosario_Molina,Guatemala,"María del Rosario Molina Chacón (n. Ciudad de Guatemala, Guatemala, 17 de abril de 1939) es una periodista, catedrática y escritora guatemalteca.  Fue la primera guatemalteca ganadora del concurso ""Miss Guatemala"" y participó en el concurso de Miss Universo en 1955 obteniendo el sexto lugar."
Carmen Matute,https://es.wikipedia.org/wiki/Carmen_Matute,Guatemala,"Carmen Margarita Matute Monzón (Guatemala, 1944) es una poeta guatemalteca, Premio Nacional de Literatura Miguel Ángel Asturias 2015. Ha publicado libros de poesía y narrativa. Es miembro de la Academia Guatemalteca de la Lengua y de la Real Academia Española. También fue subdirectora de la Asociación de Mujeres Periodistas y Escritoras de Guatemala (AMPEG)."
Luz Méndez de la Vega,https://es.wikipedia.org/wiki/Luz_M%C3%A9ndez_de_la_Vega,Guatemala,"Luz Méndez de la Vega (Retalhuleu, 2 de septiembre de 1919 - Ciudad de Guatemala, 8 de marzo de 2012) fue una escritora, periodista, actriz y poetisa guatemalteca. Como investigadora se concentró en rescatar la obra de las escritoras de Guatemala."
Dina Posada,https://es.wikipedia.org/wiki/Dina_Posada,Guatemala,"Dina Posada (El Salvador, 1946) es una de las poetas centroamericanas contemporáneas más reconocidas desde la publicación de Fuego sobre el madero (1996), una colección de poemas que celebra el amor, el erotismo y el cuerpo femenino."
Ana María Rodas,https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Rodas,Guatemala,"Ana María Rodas (Ciudad de Guatemala, 12 de septiembre de 1937). Es una poeta, narradora, periodista y crítica literaria guatemalteca. Figura destacada del panorama literario centroamericano."
Circe Rodríguez,https://es.wikipedia.org/wiki/Circe_Rodr%C3%ADguez,Guatemala,"Circe Isabel Rodríguez Estrada (Quetzaltenango, 12 de abril de 1939-Ciudad de Guatemala; 1 de junio 2005) fue una escritora, poeta y activista política guatemalteca."
Isabel de los Ángeles Ruano,https://es.wikipedia.org/wiki/Isabel_de_los_%C3%81ngeles_Ruano,Guatemala,"Isabel de los Ángeles Ruano (Chiquimula, 3 de junio de 1945) es una escritora, poeta, periodista y docente guatemalteca."
Vania Vargas,https://es.wikipedia.org/wiki/Vania_Vargas,Guatemala,"Vania Vargas (Quetzaltenango, 12 de enero de 1978) es una poeta, narradora, editora y periodista cultural guatemalteca."
Carol Zardetto,https://es.wikipedia.org/wiki/Carol_Zardetto,Guatemala,"Carol Zardetto (Ciudad de Guatemala, 1959) es una abogada, escritora y diplomática guatemalteca, perteneciente a la generación de literatos que vivió a través de los 36 años de conflicto armado en ese país."
Mahadai Das,https://es.wikipedia.org/wiki/Mahadai_Das,Guyana,"Mahadai Das fue una poeta guyanesa. Nació en Eccles, costa este del Demerara, Guyana. Escribía ya poesía desde sus días de escuela en la Secundaria Bishop´s, en Guyana. Recibió su primer título en la Universidad de Guyana y obtuvo su B.A. en filosofía en la Universidad de Columbia, Nueva York, luego de eso, empezó a realizar un doctorado de filosofía en la Universidad de Chicago. Lamentablemente, Das enfermó y nunca completó el doctorado."
Sharon Maas,https://es.wikipedia.org/wiki/Sharon_Maas,Guyana,"Sharon Maas, nacida en Georgetown, Guyana, en 1951 es escritora de novelas. Educada en Inglaterra, vivió en India y, posteriormente, en Sussex (Reino Unido) y Alemania."
Daniela Alcívar Bellolio,https://es.wikipedia.org/wiki/Daniela_Alc%C3%ADvar_Bellolio,Ecuador,"Daniela Alcívar Bellolio (Guayaquil, 3 de marzo de 1982) es una escritora y crítica literaria ecuatoriana."
Gabriela Alemán,https://es.wikipedia.org/wiki/Gabriela_Alem%C3%A1n,Ecuador,"María Gabriela Alemán Salvador (Río de Janeiro, 30 de septiembre de 1968) es una escritora ecuatoriana, seleccionada por el Hay Festival en la lista Bogotá39 de 2007 como una de los treinta y nueve escritores latinoamericanos menores de 39 años más importantes."
Rosa Amelia Alvarado,https://es.wikipedia.org/wiki/Rosa_Amelia_Alvarado,Ecuador,"Rosa Amelia Alvarado Roca (Guayaquil, 20 de julio de 1944) es una poetisa, periodista y promotora cultural ecuatoriana."
María Fernanda Ampuero,https://es.wikipedia.org/wiki/Mar%C3%ADa_Fernanda_Ampuero,Ecuador,"María Fernanda Ampuero (Guayaquil, 14 de abril de 1976) es una escritora y periodista ecuatoriana. Ha publicado tres obras y varios artículos en diferentes diarios y revistas de distintos países. Vivió en España y México. En julio de 2019 se convirtió en la Gerenta del Plan Nacional del Libro y la Lectura José de la Cuadra del Ministerio de Cultura de Ecuador."
Sandra Araya,https://es.wikipedia.org/wiki/Sandra_Araya,Ecuador,"Sandra Araya (Quito, 1980) es una escritora ecuatoriana que en 2015 se convirtió en la ganadora del Premio La Linares otorgado por la Casa de la Cultura Ecuatoriana y la Campaña Nacional de Lectura de dicho país."
Rosalía Arteaga,https://es.wikipedia.org/wiki/Rosal%C3%ADa_Arteaga,Ecuador,"Lupe Rosalía Arteaga Serrano (Cuenca, 5 de diciembre de 1956) es una activista social, escritora y política ecuatoriana. Ejerció como presidenta del Ecuador entre el 6 y 11 de febrero de 1997. Fue la primera mujer presidenta y vicepresidenta constitucional del Ecuador."
María Auxiliadora Balladares,https://es.wikipedia.org/wiki/Mar%C3%ADa_Auxiliadora_Balladares,Ecuador,"María Auxiliadora Balladares (Guayaquil, 1980) es una escritora y catedrática ecuatoriana."
Verónica Bonilla,https://es.wikipedia.org/wiki/Ver%C3%B3nica_Bonilla,Ecuador,"Verónica Bonilla  es una prolífica escritora de libros infantiles, ilustradora y diseñadora gráfica de origen ecuatoriano. Nació en la ciudad de Quito D.M. el 11 de junio de 1962 y publica literatura infantil en cuentos para niños desde el año 2012.  Tiene hasta el año 2021 como autora 82 registros internacionales de libros ISBN en varios formatos, tanto en papel como también en libro digital, publica en idioma español, Inglés, chino; también ha producido audiolibros."
Luz Elisa Borja,https://es.wikipedia.org/wiki/Luz_Elisa_Borja,Ecuador,"Luz Elisa Borja Martínez (Riobamba,  15 de mayo de 1903 – ibídem, 10 de julio de 1927) fue una poetisa ecuatoriana."
Leonor Bravo Velásquez,https://es.wikipedia.org/wiki/Leonor_Bravo_Vel%C3%A1squez,Ecuador,"Leonor Bravo Velásquez (Quito, Ecuador, 8 de enero de 1953) es una escritora ecuatoriana de libros para niños y jóvenes. Ha publicado 54 libros, 44 de los cuales son de cuentos y novelas que se venden en varios países de Latinoamérica y USA y están en importantes bibliotecas especializadas en literatura para niños a nivel mundial.  Sus obras La biblioteca secreta de la Escondida y Dos cigüeñas, una bruja y un dragón, forman parte de la Lista de Honor del IBBY (International Board on Books for Young People)."
María Paulina Briones,https://es.wikipedia.org/wiki/Mar%C3%ADa_Paulina_Briones,Ecuador,"María Paulina Briones Layana (Guayaquil, 1974) es una escritora, catedrática y editora ecuatoriana."
Aminta Buenaño,https://es.wikipedia.org/wiki/Aminta_Buena%C3%B1o,Ecuador,"Aminta del Rosario Buenaño Rugel (Santa Lucía, 27 de septiembre de 1958) es una escritora, política y diplomática ecuatoriana. Entre los cargos públicos que ha ocupado destaca el de embajadora en España y en Nicaragua, además de vicepresidenta de la Asamblea Nacional de Ecuador."
Zoila María Castro,https://es.wikipedia.org/wiki/Zoila_Mar%C3%ADa_Castro,Ecuador,"Zoila María Castro (Ecuador, 1907-2001) fue escritora. "
Luz Argentina Chiriboga,https://es.wikipedia.org/wiki/Luz_Argentina_Chiriboga,Ecuador,"Luz Argentina Chiriboga Guerrero (Esmeraldas, 1 de abril de 1940) es una escritora, narradora, ensayista, novelista, genealogista, ecologista, lingüista y poetisa ecuatoriana que se adentra en los problemas del ser humano, defensora de los derechos humanos de la mujer negra y la cultura afroamericana; literata que disfruta al inventar palabras cuando es inspirada por la naturaleza y el quehacer del ser humano."
Maritza Cino,https://es.wikipedia.org/wiki/Maritza_Cino,Ecuador,"Maritza Cino Alvear, (Guayaquil,1957 es una poeta y catedrática ecuatoriana. Licenciada en Lengua Española y Literatura.  "
Viviana Cordero,https://es.wikipedia.org/wiki/Viviana_Cordero,Ecuador,"Viviana Cordero  (Quito, 3 de agosto de 1964) es una escritora, directora teatral y de cine ecuatoriano. "
Andrea Crespo,https://es.wikipedia.org/wiki/Andrea_Crespo,Ecuador,"Andrea Priscila Crespo Granda (Guayaquil, 4 de octubre de 1983) es una escritora ecuatoriana."
Teresa Crespo,https://es.wikipedia.org/wiki/Teresa_Crespo,Ecuador,"Teresa Crespo Toral (Cuenca, 30 de octubre de 1928-Quito, 15 de febrero de 2014) fue una escritora ecuatoriana pionera de la literatura infantil de su país. Sus escritos son considerados un clásico del género y una inspiración para las nuevas generaciones."
Jacqueline Costales,https://es.wikipedia.org/wiki/Jacqueline_Costales,Ecuador,"Lourdes Jacqueline Costales Terán (Riobamba, 1964) es una escritora ecuatoriana con estudios en literatura hispanoamericana y ecuatoriana. En el 2020 fue galardonada con la Condecoración Doctora Matilde Hidalgo de Prócel por la Asamblea Nacional de Ecuador a los méritos cultural y educativo.    "
Josefina Egas Montalvo,https://es.wikipedia.org/wiki/Josefina_Egas_Montalvo,Ecuador,"Josefina Egas Montalvo (1920 - 2 de febrero de 2014, Guayaquil, Ecuador) fue una escritora, poetisa y docente ecuatoriana, reconocida por la creación de varios textos de poesía y de antologías literarias, además de ser galardonada con premios y condecoraciones otorgadas por el Ministerio de Educación de Ecuador y del Congreso Nacional."
Ileana Espinel,https://es.wikipedia.org/wiki/Ileana_Espinel,Ecuador,"Ileana Espinel Cedeño (Guayaquil- Ecuador, 31 de octubre de 1931 - Ibíd., 21 de febrero de 2001), fue una escritora, periodista, crítica literaria y poetisa ecuatoriana. Principal fundadora del club poético en Guayaquil junto a Miguel Donoso Pareja y David Ledesma. Actualmente, es considerada una de las mayores voces líricas que tuvo la poesía ecuatoriana en el siglo XX."
Aurora Estrada y Ayala,https://es.wikipedia.org/wiki/Aurora_Estrada_y_Ayala,Ecuador,"Aurora Estrada y Ayala (Puebloviejo, 17 de noviembre de 1901 - Guayaquil, 12 de marzo de 1967), fue una poeta, articulista, narradora, educadora y política ecuatoriana, es considerada una de las voces más sobresalientes de la lírica hispanoamericana del siglo XX."
Angélica Flores Zambrano,https://es.wikipedia.org/wiki/Ang%C3%A9lica_Flores_Zambrano,Ecuador,"Angélica Flores Zambrano (Manta circa 1919 - Ibídem, 11 de abril de 2013) fue una escritora, poetisa y educadora manabita. Conocida por muchos como ""La Novia de Manta""."
Karina Gálvez,https://es.wikipedia.org/wiki/Karina_G%C3%A1lvez,Ecuador,"Karina Gálvez (Guayaquil, 7 de julio de 1964) es una poetisa, comunicadora, líder de opinión ecuatoriana-estadounidense. "
Yanna Hadatty,https://es.wikipedia.org/wiki/Yanna_Hadatty,Ecuador,"Yanna Hadatty Mora (Guayaquil, 1969) es una narradora, ensayista, investigadora y crítica literaria ecuatoriana."
María Fernanda Heredia,https://es.wikipedia.org/wiki/Mar%C3%ADa_Fernanda_Heredia,Ecuador,"María Fernanda Heredia Pacheco (Quito, 1 de marzo de 1970) es una escritora ecuatoriana. Se especializa en cuentos y novelas dirigidas al público infantil y juvenil. Ha recibido en cinco ocasiones el Premio Nacional de Literatura Infantil y Juvenil Darío Gevara Mayorga, además del Premio Latinoamericano de Literatura Infantil y Juvenil Norma-Fundalectura, por su novela Amigo se escribe con H."
Gilda Holst,https://es.wikipedia.org/wiki/Gilda_Holst,Ecuador,"Gilda Holst Molestina (Guayaquil, 1952) es una escritora y catedrática ecuatoriana. Su narrativa destaca por el uso del humor y la ironía, además del tratamiento de temáticas relacionadas con la inequidad de género."
Edna Iturralde,https://es.wikipedia.org/wiki/Edna_Iturralde,Ecuador,"Edna Iturralde De Howitt, nacida en Quito el 10 de mayo de 1948, es una escritora de literatura infantil y juvenil, novela histórica y pionera de la etnohistoria narrativa ecuatoriana. Es considerada hito de la literatura infantil y juvenil del Ecuador."
Piedad Larrea Borja,https://es.wikipedia.org/wiki/Piedad_Larrea_Borja,Ecuador,"Piedad Larrea Borja (Quito, 21 de diciembre de 1912 – Ibidem, junio de 2001) fue una escritora, poetisa, filóloga y catedrática ecuatoriana. Miembro de Número de la Academia Ecuatoriana de la Lengua, de la que fue la primera mujer en integrarla y su secretaria perpetua."
Margarita Laso,https://es.wikipedia.org/wiki/Margarita_Laso,Ecuador,"Margarita Laso, nacida en la ciudad Quito, el 20 de julio de 1963, es una cantante, escritora y productora ecuatoriana. Margarita Laso se ha dedicado a la interpretación de canciones basada en géneros tradicionales y regionales del Ecuador, se ha especializado en la canción popular concentrándose en pasillos, boleros, música tradicional ecuatoriana, entre otros. "
Fanny León Cordero,https://es.wikipedia.org/wiki/Fanny_Le%C3%B3n_Cordero,Ecuador,"Fanny León Cordero (Gualaceo, 15 de octubre de 1920 - ?) fue una jurista y poeta ecuatoriana. En 1947 se convirtió en la primera mujer en ocupar el cargo de jueza en la historia de Ecuador."
Leticia Loor,https://es.wikipedia.org/wiki/Leticia_Loor,Ecuador,"Leticia María Loor Martínez (Guayaquil, 1953) es una escritora y profesora ecuatoriana. Describe a sus obras como de misterio humano-psicológicas. Durante su formación en la Literatura participó en talleres de escritores de larga trayectoria tales como Fernando Itúrburu y Miguel Donoso Pareja. "
Violeta Luna,https://es.wikipedia.org/wiki/Violeta_Luna,Ecuador,"Violeta Morayma Luna Carrera (Guayaquil, 24 de febrero de 1943)  es una poetisa, narradora, crítica literaria, ensayista, periodista, activista por los derechos humanos de la mujer y catedrática ecuatoriana."
Lucrecia Maldonado,https://es.wikipedia.org/wiki/Lucrecia_Maldonado,Ecuador,"María Lucrecia Sofía Maldonado Rodríguez (Quito, 24 de mayo de 1962) es una escritora y educadora ecuatoriana. Se ha especializado en los géneros del cuento, novela y literatura juvenil. Entre sus obras más importantes destaca la novela Salvo el calvario, ganadora en 2005 del Premio Aurelio Espinosa Pólit."
Sonia Manzano,https://es.wikipedia.org/wiki/Sonia_Manzano,Ecuador,"Sonia Manzano Vela (Guayaquil, 27 de febrero de 1947) es una poeta, narradora y pianista ecuatoriana. Su literatura se centra principalmente en la experiencia de la mujer, con obras entre las que destacan Flujo escarlata (1999), que ganó el Premio Joaquín Gallegos Lara al mejor libro de cuentos del año, y Eses fatales (2005), considerada la primera novela lésbica escrita por una ecuatoriana."
Nela Martínez,https://es.wikipedia.org/wiki/Nela_Mart%C3%ADnez,Ecuador,"Nela Martínez Espinosa (Cañar, Ecuador, 24 de noviembre de 1912 - La Habana, Cuba, 30 de julio de 2004) fue una escritora ecuatoriana, activista y política de tendencia marxista."
Juana Neira,https://es.wikipedia.org/wiki/Juana_Neira,Ecuador,"Juana Neira Malo (Cuenca, 29 de mayo de 1963) es una escritora ecuatoriana de libros infantiles. Realizó sus estudios primarios y secundarios en las ciudades de Cuenca y Quito. Sus estudios superiores, en el área de filosofía y letras, los realizó en la Universidad Estatal de Cuenca y posteriormente tomó dos semestres de antropología en la Pontificia Universidad Católica del Ecuador. Ha participado en cursos abiertos de Literatura y Letras en la Universidad Andina Simón Bolívar y en talleres de producción de radio. "
Morayma Ofir Carvajal,https://es.wikipedia.org/wiki/Morayma_Ofir_Carvajal,Ecuador,"Morayma Ofir Carvajal (Guaranda, Bolívar, Ecuador, 28 de enero de 1915- Chimborazo, Ecuador, 25 de febrero de 1951) fue una poeta y educadora ecuatoriana."
Mónica Ojeda,https://es.wikipedia.org/wiki/M%C3%B3nica_Ojeda,Ecuador,"Mónica Ojeda Franco (Guayaquil, 17 de mayo de 1988) es una escritora ecuatoriana, considerada como una de las novelistas más relevantes de la literatura latinoamericana contemporánea."
Gabriela Ponce,https://es.wikipedia.org/wiki/Gabriela_Ponce,Ecuador,"Gabriela Ponce Padilla (Quito, 1977) es una escritora y dramaturga ecuatoriana."
Kristel Ralston,https://es.wikipedia.org/wiki/Kristel_Ralston,Ecuador,"Kristel Ralston (Ecuador, 1984) es una escritora autopublicada de género romántico.Desde la segunda edición del Premio Literario Amazon Storyteller,es miembro destacado del jurado."
Marcela Ribadeneira,https://es.wikipedia.org/wiki/Marcela_Ribadeneira,Ecuador,"Marcela Ribadeneira (Quito, Ecuador, 1982) es una escritora, periodista, crítica de cine y artista visual ecuatoriana nacida en la ciudad de Quito. Ribadeneira es conocida por sus trabajos literarios, que oscilan entre temas relacionados con la muerte, la bioexperimentación, la naturalización del horror y la metaliteratura. Una de sus obras más nombradas es Golems (2018) en el que se puede evidenciar plasmada una mezcla de su conocimiento literario y cinematográfico. "
Solange Rodríguez,https://es.wikipedia.org/wiki/Solange_Rodr%C3%ADguez,Ecuador,"Solange Rodríguez Pappe (Guayaquil, 1976) es una catedrática y escritora ecuatoriana de narrativa breve."
Gabriela Ruiz Agila,https://es.wikipedia.org/wiki/Gabriela_Ruiz_Agila,Ecuador,"Gabriela Ruiz Agila (Quito, 1983) es periodista, poeta, cronista y docente con especialización en Derechos Humanos y estudios migratorios. "
Lupe Rumazo,https://es.wikipedia.org/wiki/Lupe_Rumazo,Ecuador,"Lupe Rumazo Cobo (Quito, 14 de octubre de 1933) es una escritora y crítica literaria ecuatoriana. Su obra, que abarca principalmente los géneros narrativo y ensayístico, ha sido alabada por autores como Ernesto Sabato, César Dávila Andrade, Leopoldo Zea y Juana de Ibarbourou; a pesar de lo cual ha pasado casi desapercibida en Ecuador."
Natasha Salguero,https://es.wikipedia.org/wiki/Natasha_Salguero,Ecuador,"Natasha Salguero Bravo (2 de octubre de 1952, Quito) es una novelista, ensayista, poeta y periodista ecuatoriana, ganadora en 1989 del Premio Aurelio Espinosa Pólit, empleando un pseudónimo masculino por su novela Azulinaciones; convirtiéndose en la primera mujer en conseguir este reconocimiento. En el mismo año ganó el Premio Gabriela Mistral de Poesía y adicionalmente posee una mención especial de honor al mérito literario por Unión Nacional de Periodistas. "
María Clara Sharupi Jua,https://es.wikipedia.org/wiki/Mar%C3%ADa_Clara_Sharupi_Jua,Ecuador,"María Clara Sharupi Jua (Morona Santiago, Sevilla Don Bosco, Nación Shuar, Ecuador, 1964), es una traductora, locutora y poeta que escribe en el idioma shua. "
Catalina Sojos,https://es.wikipedia.org/wiki/Catalina_Sojos,Ecuador,"Catalina Sojos Mata (Cuenca, 16 de abril de 1951) es una escritora y columnista ecuatoriana. Su obra también abarca literatura infantil y ha sido traducida a varios idiomas, entre ellos, inglés, italiano y francés."
Sara Vanegas Coveña,https://es.wikipedia.org/wiki/Sara_Vanegas_Cove%C3%B1a,Ecuador,"Sara Vanegas Coveña (Cuenca, Ecuador, 19 de octubre de 1950) es una poeta, docente universitaria, con estudios en Lengua, Literatura y Filóloga. Fue nombrada como Embajadora Universal de la Paz y como corresponsal de la Asociación Prometeo de Poesía, en la ciudad de Madrid."
Mónica Varea Maldonado,https://es.wikipedia.org/wiki/M%C3%B3nica_Varea_Maldonado,Ecuador,"Mónica Varea Maldonado (Latacunga, 1958) es una escritora ecuatoriana de literatura infantil."
Raquel Verdesoto,https://es.wikipedia.org/wiki/Raquel_Verdesoto,Ecuador,"Ana María Raquel Verdesoto de Romo Dávila (Ambato, 16 de noviembre de 1910 - Quito, 27 de mayo de 1999) fue una educadora, pedagoga, escritora, feminista y activista ecuatoriana que incursionó tanto en la poesía como en el género biográfico."
Eugenia Viteri,https://es.wikipedia.org/wiki/Eugenia_Viteri,Ecuador,"Blanca Eugenia Viteri Segura (Guayaquil, 1928) es una escritora, novelista, antóloga, activista por los derechos de la mujer y profesora ecuatoriana. Su obra es considerada poético-realista."
Alicia Yánez Cossío,https://es.wikipedia.org/wiki/Alicia_Y%C3%A1nez_Coss%C3%ADo,Ecuador,"Alicia Yánez Cossío (Quito, 10 de septiembre de 1928) es una escritora, poeta y periodista ecuatoriana, considerada la mayor escritora ecuatoriana del siglo XX. Es autora de varias producciones literarias que se basan en la narración de protagonistas femeninas, las cuales enfrentan la búsqueda de su propia identidad con audacia y decisión frente a la sociedad."
Carmen Acevedo Vega,https://es.wikipedia.org/wiki/Carmen_Acevedo_Vega,Ecuador,"Carmen Acevedo Vega (16 de julio de 1913 - 28 de abril de 2006) fue una poetisa, escritora y periodista ecuatoriana."
Dina Beltrán,https://es.wikipedia.org/wiki/Dina_Beltr%C3%A1n,Ecuador,"Edelina Adriana Beltrán Ramos, más conocida por su pseudónimo de Dina Bellrham (Milagro, 6 de julio de 1984-Guayaquil, 27 de octubre de 2011), fue una poetisa ecuatoriana."
Ana Cecilia Blum,https://es.wikipedia.org/wiki/Ana_Cecilia_Blum,Ecuador,"Ana Cecilia Blum ( Guayaquil, 17 de marzo de 1972) es una escritora, poetisa, ensayista, narradora y periodista ecuatoriana.  "
Siomara España,https://es.wikipedia.org/wiki/Siomara_Espa%C3%B1a,Ecuador,"Siomara España Muñoz (Paján, 4 de enero de 1976) es una poeta ecuatoriana, ensayista, catedrática y crítica de arte y literatura.  Ha sido directora del área de literatura de la Casa de la Cultura Núcleo del Guayas. Profesora de segunda enseñanza; Catedrática de Literatura de la Universidad de Guayaquil; Directora de la Escuela de Literatura de la Facultad de Filosofía de la Universidad de Guayaquil; Directora de Investigación y Posgrado de la Universidad de las Artes  Subdirectora de la Escuela de Literatura de la Uartes y docente de la misma institución."
María Fernanda Espinosa,https://es.wikipedia.org/wiki/Mar%C3%ADa_Fernanda_Espinosa,Ecuador,"María Fernanda Espinosa Garcés (Salamanca, España, 7 de septiembre de 1964) es una poetisa y diplomática ecuatoriana. Fue canciller relaciones exteriores de Ecuador y Presidenta de la Asamblea General de las Naciones Unidas."
Carmen Inés Perdomo,https://es.wikipedia.org/wiki/Carmen_In%C3%A9s_Perdomo,Ecuador,"Carmen Inés Perdomo Gutiérrez nació en Esmeraldas, Ecuador en 1973. Es escritora y periodista. "
Aleyda Quevedo,https://es.wikipedia.org/wiki/Aleyda_Quevedo,Ecuador,"Aleyda Quevedo Rojas (Quito, 1972) es una poetisa, periodista y gestora cultural ecuatoriana, considerada como una de las voces más relevantes de la poesía hispanoamericana contemporánea."
Cristina Reyes,https://es.wikipedia.org/wiki/Cristina_Reyes,Ecuador,"Cristina Eugenia Reyes Hidalgo (Guayaquil, 26 de agosto de 1981) es una poeta, abogada y política ecuatoriana. Fue elegida como asambleísta nacional por el Partido Social Cristiano, y llegó a integrar el Consejo de Administración Legislativa. Actualmente es Parlamentaria Andina del Ecuador y Vicepresidenta de la Comisión de educación. "
Carmen Váscones,https://es.wikipedia.org/wiki/Carmen_V%C3%A1scones,Ecuador,"Carmen Váscones (Samborondón, 1958) es una poetisa, crítica, ensayista e investigadora del área educativa ecuatoriana."
Isabel Agatón Santander,https://es.wikipedia.org/wiki/Isabel_Agat%C3%B3n_Santander,Colombia,"Isabel Agatón Santander (Bogotá, Colombia 22 de marzo de 1969) es una poeta, jurista, escritora y profesora feminista colombiana."
Alejandra Jaramillo Morales,https://es.wikipedia.org/wiki/Alejandra_Jaramillo_Morales,Colombia,"Alejandra Jaramillo Morales (Bogotá, 7 de septiembre de 1971) es escritora, docente y crítica cultural. Ganadora del concurso Nacional de novela y cuento de la Cámara de Comercio de Medellín en 2017 con el libro de cuentos Las grietas, también nominada al premio Hispanoamericano de cuento Gabriel García Márquez en 2018."
Carolina Andújar,https://es.wikipedia.org/wiki/Carolina_And%C3%BAjar,Colombia,"Carolina Andújar (Cali, Colombia) es una escritora colombiana de literatura gótica."
Albalucía Ángel,https://es.wikipedia.org/wiki/Albaluc%C3%ADa_%C3%81ngel,Colombia,"Albalucía Ángel Marulanda (Pereira, 7 de septiembre de 1939), también conocida como Albalú, es una escritora colombiana. Tuvo un estrecho vínculo literario con varios de los escritores del boom latinoamericano, pero se la considera de un estilo independiente. Su obra más influyente es Estaba la pájara pinta sentada en el verde limón (1975)."
Clara Mercedes Arango,https://es.wikipedia.org/wiki/Clara_Mercedes_Arango,Colombia,"Clara Mercedes Arango,  es poeta, cuentista, crítica literaria,  con un poemario y un libro de cuentos. Ha publicado en revistas y magacín literarios, nacionales y extranjeros, donde sus escritos han sido traducidos."
Helena Araújo,https://es.wikipedia.org/wiki/Helena_Ara%C3%BAjo,Colombia,"Helena Araújo Ortiz (Bogotá, 20 de enero de 1934 - Lausana, 2 de febrero de 2015) fue una escritora, crítica literaria, profesora de literatura latinoamericana y novelista colombiana, dedicada al estudio de la escritura de las mujeres hispanoamericanas."
Gabriela A. Arciniegas,https://es.wikipedia.org/wiki/Gabriela_A._Arciniegas,Colombia,"Finalista concurso El Tiempo y Editorial Panamericana, 2001."
Patricia Ariza,https://es.wikipedia.org/wiki/Patricia_Ariza,Colombia,"Patricia Ariza (Vélez, Santander, Colombia, 27 de enero de 1946) es una poeta, dramaturga y actriz colombiana."
Emilia Ayarza de Herrera,https://es.wikipedia.org/wiki/Emilia_Ayarza_de_Herrera,Colombia,"Emilia Ayarza de Herrera (Bogotá, 22 de mayo de 1919 - Los Ángeles, 1966), fue una escritora y columnista colombiana, destacada por su poesía y enfoque a la equidad social y la culturización de las mujeres."
Ángela Becerra,https://es.wikipedia.org/wiki/%C3%81ngela_Becerra,Colombia,"Ángela Becerra Acevedo (Cali, Colombia, 17 de julio de 1957) es una escritora colombiana ganadora del XXIV Premio Fernando Lara de Novela en 2019; del Premio Planeta-Casa de América 2009; del Premio Azorín 2005 y de cuatro International Latino Book Awards.Chicago."
Olga Behar,https://es.wikipedia.org/wiki/Olga_Behar,Colombia,"Olga Behar Leiser (Palmira, Valle del Cauca, 16 de junio de 1956) es una escritora, periodista y politóloga colombiana. Es especialmente conocida por la novela Noches de humo y por el libro El clan de los 12 apóstoles que narra cómo Álvaro Uribe Vélez y su hermano Santiago Uribe Vélez conformaron grupos paramilitares en Antioquia."
